comment_id,text,video_id
UgyvydDlfGR_4g6zUQh4AaABAg,"Otro relatos que guardaré para mirar en mis vacaciones, Gracias mi kong y Flipge para el chad.",dfxL7Bl7u1E
Ugy6KkBMcKSIWBFsUeR4AaABAg,"Este es el hermano malvado del Yoju? Buen video me encantó, saludos crack",dfxL7Bl7u1E
UgzDI2YJ30pRgQTgJAV4AaABAg,Bot 1 🤖,dfxL7Bl7u1E
Ugx1BTn8r0a2euRXqLZ4AaABAg,"Ya lo ví, bórralo",dfxL7Bl7u1E
UgyjntOq8YxroDmws094AaABAg,Flipge para el Biscoso🖕,dfxL7Bl7u1E
Ugzz1z2_44_D6rsXFq14AaABAg,buen video bro,dfxL7Bl7u1E
UgyOClqKL96MeRg6-fJ4AaABAg,Buen video we,dfxL7Bl7u1E
UgyOEFiB1rH_VJvHkCp4AaABAg,Hay que verlo antes de que lo borren,dfxL7Bl7u1E
UgxJFcgka-hjJ_pTFGl4AaABAg,Pito pal Chad .l.,dfxL7Bl7u1E
Ugw-KFu-VHwqQJzoOgR4AaABAg,exelente contenido me gusto,dfxL7Bl7u1E
Ugx5TYqY7b4TUbiMgCx4AaABAg,Salúdame Yoju,dfxL7Bl7u1E
UgxmlLHeNJLws9Y4mTB4AaABAg,Me gusta tu contenido de relatos clandestinos espero verte más en esta plataforma 😮 deberías poner otra cuenta sobre estos temas 😳,dfxL7Bl7u1E
Ugyl7dKC9Bo7bep8ibt4AaABAg,Quibole viejo cochino,dfxL7Bl7u1E
UgzUqXhuB78mGPX5mwh4AaABAg,"El santo, el único superheroe de México",_ujMMaaUdG4
UgxtluYkRWaJ5lXd4Mh4AaABAg,"creo que mamá es mere, y papá es peré, hijo creo que el fils",w5HNBap066E
UgzWH6fEuMcSZJVdqKt4AaABAg,Contenido de mi categoría 🎩,w5HNBap066E
UgyX7iWWCcvF1BKihf94AaABAg,"Skyshock y su canal al servicio de la educación, la cultura y el desarrollo personal. Baluarte de los que buscan refugio para su refinamiento.",w5HNBap066E
UgzK2Aoik12i1Mwp4Al4AaABAg,Jajajaja facts,t4mysvTSyMY
UgwrAhMCGKKH_oIfb_p4AaABAg,XD no gr,t4mysvTSyMY
UgyJNC1Ta-ssqngsSF14AaABAg,"Eres tú, islas blogs.??🏝️",t4mysvTSyMY
UgxDnkHKh7rgdPYVcAx4AaABAg,Todas peleando mientras que Rhea,bbxW34mJmNw
UgyUlDaid-FyRJRXh-Z4AaABAg,Rhea: subo o no subo? Na mejor me voy,bbxW34mJmNw
UgxjXIjVOrgQosEd9t14AaABAg,Hay voy hay vou.... COMPADRE....,47crLAQdmfA
Ugz0qSsHh5-X7Cn_yw54AaABAg,"Murió la comedia, estamos de luto",jGkCaC2_9W0
Ugz0JbEr9iETTVXvtot4AaABAg,Me quedé en el aire,jGkCaC2_9W0
UgzzFh7wGFpQKwKeyVt4AaABAg,Stare,jGkCaC2_9W0
UgxjOCg2g2EBzLPibNN4AaABAg,Que chistoso mi king Stare,jGkCaC2_9W0
UgwFYLqxNqr1csW6STJ4AaABAg,Stare,jGkCaC2_9W0
Ugzo85nwAqEe-N2WJ3t4AaABAg,Stare,jGkCaC2_9W0
UgwZiuoaS3OWzfCusMN4AaABAg,chistosito jajaja,jGkCaC2_9W0
Ugz1jV0WLLVDnIDqmiJ4AaABAg,XD,jGkCaC2_9W0
UgxZwm9p_p_wVnFyjbx4AaABAg,Supe que te funaron y quería decirte que teni mi apoyo para lo que sea. Pero la wea es que te voy a dejar de seguir y eliminar de redes sociales pa que no me vinculen contigo y después quede como encubridor y weas.,ZB3Vimg7qPQ
UgyF9BTqurWq1PiZUax4AaABAg,VI TUS DIRECTOS Y NO ME ENTREGARE NUNCA,ZB3Vimg7qPQ
UgzoW1KHj4BTnIgV6kR4AaABAg,Skyshock parte de la One Coin?,ZB3Vimg7qPQ
Ugy4qUToZkRF3gzaFeF4AaABAg,los streams de las chicas?,ZB3Vimg7qPQ
Ugz69RhDbQmZLUQX6kp4AaABAg,Devuelve la Switcj chimitrampas BabyRage,ZB3Vimg7qPQ
Ugzy8NbJxlasi1Jl6hZ4AaABAg,este no es un chor we babyrage,ZB3Vimg7qPQ
UgxdMhNpVjXdVD17vUp4AaABAg,El chimitrampas si la hubiese adivinado.,ZB3Vimg7qPQ
UgzVwqwb_HNzKivZ1Ul4AaABAg,Cuandoo fue este stream??,ZB3Vimg7qPQ
UgzOhsOoQAPy4_PfklN4AaABAg,Lastima que ya no se puede ver el programa completo 😂,ZB3Vimg7qPQ
UgyPSEUTYQLEk2OzvRt4AaABAg,Hahahahahahah,zpFYmkms2NE
Ugxwo1bzQSMLNStOxbF4AaABAg,Buen clip jajaja,zpFYmkms2NE
UgzbmW2YjQC6grGxJxd4AaABAg,"Mi Kon faltaba a sus clases de biología luego le dicen gatos a los mapaches o palomas a las águilas, el único animal que reconoce bien es los perros porque los patea y los osos porque ese se lo chinga xD",tn0tgyncXlQ
Ugy9jaH0GkICnORk86t4AaABAg,*slap* Como que una mosca!? We... como que te falta ver las skins de kog'maw,tn0tgyncXlQ
UgzpSGmQTRntO2ND0qF4AaABAg,😂😂😂😂,_0K9djNFvBg
UgzV1m1oDjan0muSgXh4AaABAg,no te rias we así se llama KEKW,_0K9djNFvBg
Ugy1PHUxaCUFaNxwCIV4AaABAg,"Por qué te ríes wey??
Okayge",_0K9djNFvBg
UgyJMG5LrWz1aDnpFhx4AaABAg,No le sabe mi King KEKW,_0K9djNFvBg
UgzBHODMeIxu1G9QiCJ4AaABAg,Que agradable contendio audio visual,_0K9djNFvBg
UgxHqTy16UxDxZrqHLh4AaABAg,Pense que iba a pasar su novia en pelotas o algo,_0K9djNFvBg
UgxVU4Hd7S2fp5AF_pF4AaABAg,Xd pd esta chido el cuadro de atras,_0K9djNFvBg
UgwZQ6QXWgEezaja4gV4AaABAg,Que entendí,_0K9djNFvBg
UgyxcX2cGzfOHxs-3AB4AaABAg,xddd,_0K9djNFvBg
Ugw3HTDmaUhe5BIN9jF4AaABAg,se necesita un crossover de estos grifos,fG6g8mK40Rk
UgxALMvEmhrc4IkUgyZ4AaABAg,Yeah!,fG6g8mK40Rk
UgzkmtTIRyMLTW1sHiB4AaABAg,Oye gelda escuchate esto ! ....a va pa... a va pa pa pa  pa pa,fG6g8mK40Rk
UgwR4Q-9SxC9GwUG77F4AaABAg,No pos no entiendo las risas... Supongo que es gracioso... O yo soy un amargado...,fG6g8mK40Rk
UgxuQngR1VlKgddAcZJ4AaABAg,Para cuando el siguiente mi king? O ya te silenciaron?,hX2oA_JpJ28
UgzsjGoktYgfWaH1Irx4AaABAg,"1:10:08 la imagen de la niña y la flor, es una referencia a adrenocromo-chan ?",hX2oA_JpJ28
UgzS0AJjtxb6ulv1Tph4AaABAg,"Hssta cierto punto entiendo las imsgenes de los niños en ese arte, es algo que yo veria pero la gente es pendeja de mente y rápidamente lo tacharía de pedófilia",hX2oA_JpJ28
Ugz5TYmPhsoxK5uccWV4AaABAg,"Contenido de calidad, nunca dejes esta serie. Es sorprendente escuchar el podcast y perder noción del tiempo, cuando menos piensas lo viste completo. 10/10",hX2oA_JpJ28
UgzM5crmlL9xlJYDdCx4AaABAg,"Hola hermano, sos un grande, los temas que tocas son muy muy reales e interesantes y lamentablemente estamos en un mundo que la Maldad es la que MANDA , por mas Bien que quiereamos hacer como esa Jueza y así miles de casos de seres humano que hicieron el bien para la humanidad, hoy Ya no están con Nosotros, porque la Oscuridad es la que manda en este Planeta. CREO que Ya esta terminando ese tiempo se Oscuridad para nuestro Planeta. Gente con Tu nos da las esperanza de que sigamos despertando a mas personas. Un abrazo desde ARGENTINA.",hX2oA_JpJ28
Ugwf5gQBj9hwDn2g6cB4AaABAg,Ya saca otro weee este ya lo vi 8 veces babiraje,hX2oA_JpJ28
UgzAy9SOyhXdqVAMi5J4AaABAg,Tardan mucho los caps :CCCC,hX2oA_JpJ28
UgyMkuTRk4tPL79TOvN4AaABAg,Tío Skyshook este capítulo está 10/10 solo que aún no aparece en Spotify 😢,hX2oA_JpJ28
UgznZYBFUkqgc7QUj5B4AaABAg,"Que agradable revisar que hay de nuevo y encontar un nuevo capitulo de Relatos Clandestinos, gracias ^^,",hX2oA_JpJ28
Ugyw3eHMwqzfUnsjNBV4AaABAg,Ya sabia que las monas chinas incitan al demonio 😨,hX2oA_JpJ28
Ugz5zfCVRBcQpqIZ2AR4AaABAg,Juega mobile legends,hX2oA_JpJ28
Ugw9CFCIbIwSsq_TpoF4AaABAg,"Por si acaso : No autorizo , no autorizo . En caso de una investigación por parte de cualquier entidad federal o similar, no tengo ninguna participación con éste grupo o con las personas que forman parte de él, no sé cómo estoy aquí, probablemente agregado por un tercero, no apoyo ninguna acción por los miembros de éste grupo.
Grande mi kong",hX2oA_JpJ28
Ugy_zCex5AHSZ2OzLjV4AaABAg,Si autorizo Si autorizo mi kon ✅✅✅,hX2oA_JpJ28
UgwDtQ50Fw06NQjdpTV4AaABAg,yo si autorizo!,hX2oA_JpJ28
UgyfNWByCDEyQaLFU394AaABAg,"Hago este comentario antes de que hable de Balenciaga así que quizás me equivoqué.

He notado que meten temas conspiranoicos como publicidad por ejemplo el vídeo de Justin Bieber donde según imita a las élites, Andrew Tate hablando sobre que las élites no quieren que seas masculino, las fotos de Balenciaga, estás son las que se me ocurren no recuerdo mas",hX2oA_JpJ28
UgwVWyHVrFv40-eorl14AaABAg,"Verga caon, te sigo desde tus primeros videos cuando se llamaba  wolph y vaya, ahora me doy color que sigues subiendo videos. Me da gusta, que voz tan sexy jajajajajajaja
Saludos hermano!!!",hX2oA_JpJ28
UgyDPZ2WHuXo79v7_mN4AaABAg,"Grande mi kong, el paladin de la verdad ataca de nuevo..!!!",hX2oA_JpJ28
Ugw6JMApXLJlIoK-f_V4AaABAg,Ya necesitaba otro capitulo de ests gran serie,hX2oA_JpJ28
Ugx4vPhbYpRLRmhfTQd4AaABAg,"Por fin, contenido de mi categoría",hX2oA_JpJ28
UgzXDj70cYdw6CKMfWx4AaABAg,Ojala puedan subir el especial de Octubre :c,hX2oA_JpJ28
Ugz-_DDWWuO88zk9Q7R4AaABAg,"En este hogar se autoriza el contenido de este canal, aún si mi roommie se termina chingando en el proceso. NODDERS",hX2oA_JpJ28
Ugzk2iLNOTmREXi7dQ94AaABAg,"E-girls reclutando gente para unirse al ejército?, Lo mismo que las películas sobre el ejército se están actualizando",hX2oA_JpJ28
UgzN9C2vlLLMjTF3cY94AaABAg,No autorizo 🔺👁,hX2oA_JpJ28
UgzTtFmkkvl4pqAeP0p4AaABAg,yo si autorizo alv!,hX2oA_JpJ28
Ugx7dmDkYghjamdfPqp4AaABAg,⚠️⚠️⚠️,hX2oA_JpJ28
UgwXgpID6m0km1LT1Rh4AaABAg,"Aquí ta mi comentario para el algoritmo, como siempre excelente contenido mi kon, NO AUTORIZO NO AUTORIZO 🚨🚨🚨",hX2oA_JpJ28
UgzwmZXvAcz5XWxzQ3p4AaABAg,Comentario para que YT no oculte este video 🚷,hX2oA_JpJ28
Ugy4id6bKoiavSWVAFR4AaABAg,Que fortuna haber visto el video en vivo Okayge,hX2oA_JpJ28
UgymjduVPiSp2OOhl-p4AaABAg,"I, under any circumstance, authorize, authorize, i repeat, i do NOT authorize.",hX2oA_JpJ28
Ugx9h3xUtZmRsZgPqxt4AaABAg,No autorizo,hX2oA_JpJ28
Ugw24-I7MFI_-fnI9Wh4AaABAg,Le sabes mucho Sky,hX2oA_JpJ28
UgxK9HoWgxO0_DWQECJ4AaABAg,😧 No Autorizo 😧 No Autorizo,hX2oA_JpJ28
UgyWeHK-YtHkwA9bo594AaABAg,siuu!,hX2oA_JpJ28
UgxYD-XJOWTgKTYtVAF4AaABAg,santo Jesucristo ¡¡¡¡🥵,hX2oA_JpJ28
UgwyH4VB9JyBDb28cdN4AaABAg,"Así es, yo autorizo que este contenido se reproduzca en mi casa. Biden, por favor no me busques.",hX2oA_JpJ28
UgxIUIDI04AMtXsvrK54AaABAg,"por fin, extrañe mucho esta serie, no la dejes we",hX2oA_JpJ28
UgzHuV89AHslv7-8PN94AaABAg,"*NO AUTORIZO* el uso de mis datos a cualquier organización con o sin fines de lucro, a la cuáles pueda estar perjudicando la emisión de estos relatos.",hX2oA_JpJ28
UgyI2nMqk-A09mYhgvZ4AaABAg,"Uyuyuy papá, desde este momento, me desvinculó de este canal, nada de lo que diga el me representa.
Ya extrañaba esta serie tío skai",hX2oA_JpJ28
Ugwa5-0Bxkf9S5rtDjB4AaABAg,"Alguna vez han visto The house of cards?, Cuando Frank llega a ser presidente en un capítulo va a lo que parece un culto demoníaco donde todos llevan capas negras y sacrifican un muñeco, luego vemos que todos son personas poderosas que se reúnen a platicar en lo que parece un hotel en el bosque.

Se me hizo curioso que en cierto momento 2 personajes están orinando en los árboles mientras platican y uno dice ""¿Ves esos árboles de ahí?, ahí nació el plan de Hiroshima"", también discutían nuevas tecnologías como el de una IA que tenía tu personalidad.

Mi conclusión es que ellos no creen que existan esos demonios sino que sirve de excusa para reunirse entre ellos y hablar de cosas de las que no pueden hablar en otros lugares.

 No he visto el vídeo porque aún no se estrena así que quizás me equivoqué",hX2oA_JpJ28
UgzL2G1C9wNDsd6g40R4AaABAg,Dudo puedas ver algo con esos lentes de sol en la oscuridad o.o,ZYYZno9DTw0
Ugzq-BVpA4baQxT2Jth4AaABAg,Y por qué no le hiciste el Warara warara we BabyRage BabyRage,ZYYZno9DTw0
Ugxi_0lhVDKfSAYAi-d4AaABAg,algo has de estar pagando...,ZYYZno9DTw0
Ugy-Oksw6sI8ysMgZhN4AaABAg,"Muy pocas veces está presente el Dr Nosferatu, pero las veces que está no decepciona!!!!!!!! Una maravilla ❤️",g4vyE6bJ0YE
UgzohkqfAMCMsAp75fJ4AaABAg,Ve nomás el panelooon de cracks los amo chicos,g4vyE6bJ0YE
Ugz0eiROZfZwD5bnLUd4AaABAg,"Hola sky 
He llegado aquí por una gran ola de recuerdos y nostalgia ya que hoy a anunciado su retiro mallow.
Me da gusto ver  hasta donde has llegado.",g4vyE6bJ0YE
UgxcG_rQd09Xhu7pd814AaABAg,"se que a nadie le importa, pero ""el pibe Valderrama"" es Pedro Eustache",g4vyE6bJ0YE
Ugyk6AdmqPIjXz_a4oF4AaABAg,oye estas muy guapo escaicho,g4vyE6bJ0YE
UgxRmHHsh3tKMVqFxFh4AaABAg,Pedazo de junta jajaja ...,g4vyE6bJ0YE
UgxhdMusxl-LytQFu454AaABAg,1:40 momentazo JAJAJA,g4vyE6bJ0YE
UgxPSFIJRdVIC7viV054AaABAg,nosfeh y sky .. ezreal con su taric ... yeah,g4vyE6bJ0YE
Ugya05wj6v7Y-Q85ytp4AaABAg,"Puras eminencias del videogaming, un stream de mi categoría",g4vyE6bJ0YE
UgwAaW1MWguXTdXzUpJ4AaABAg,"Solo los que nos quedamos hasta el final tuvimos la fortuna de ver a Nosfeh despidiéndose a cámara, gran evento, y no hablo de los GA, si no del stream de mi kong",g4vyE6bJ0YE
UgwgzLD8jxvviXzBQhZ4AaABAg,Ese speech de Christopher Judge digno de intro del escai KEKW,g4vyE6bJ0YE
UgxFRnV9WRARyKwloLt4AaABAg,"Gracias por volver tío Sky, andabas desaparecido de YouTube 🤍",g4vyE6bJ0YE
UgwrzBvcsdDCAOhJooZ4AaABAg,"combinación ganadora estos maestros de lo juegos de video, xD osea son la mamada pues, celeste 2 hades 2 diablo 4 Al Pacino y el niño conservador católico panista hahahah que bella noche",g4vyE6bJ0YE
UgyTXzG3FGWzi1xGyNx4AaABAg,Puro analista de calidad y renombre en la escena del videojuego. 10/10,g4vyE6bJ0YE
Ugz3PH0ZcQ3QiOwG1Lh4AaABAg,El duo nosfeh y sky nunca decepciona,g4vyE6bJ0YE
UgwKc9RuVJ-FBFy51ut4AaABAg,como extraño skyshock jugando a dayz  y al minecraft con mallowhouse,6ewh2oYphkA
Ugyn-kNfO8A-1McdPGN4AaABAg,Pinten al baron de azul kneKEKW,6ewh2oYphkA
Ugx4M3oX-ud1veyajU14AaABAg,Quería saber tu opinion sobre el mundial de este año pero creo que no aras un video sobre eso 😭🤫,6ewh2oYphkA
UgyPUZPPzz1SNHE-s-d4AaABAg,un desmadre el Jim XD,6ewh2oYphkA
UgwpiKlEoYPFRMPJ-bt4AaABAg,Vuelve a castear world porfavor los caster actuales son family frendly ademas de aburridos y no saber nada l,6ewh2oYphkA
UgypvPDMOLo-5lhcFn94AaABAg,"Que buen video mi king, serie llegando a oro con jim",6ewh2oYphkA
UgzwuGmVZvf9onJry-R4AaABAg,El corki de mi Kong es un clásico así como su Orianna,6ewh2oYphkA
UgzF3grNx-w5wVXBKI54AaABAg,No sé por qué me cago el jg ALV,6ewh2oYphkA
UgwmPfnIkDKGz-UTRXx4AaABAg,Nunca me había reído tanto viendo lol 😂😂 El jimbo es otro pedo,6ewh2oYphkA
Ugz-j8_6zwV9Ile-TtF4AaABAg,Tremendo JG ni el tyak era tan bueno,6ewh2oYphkA
UgyvWqTO77ACbk83kzp4AaABAg,jim rising? el de sc2? :o recuerdo antaño ver sus streams hasta que deje de jugar sc2 de ahi nunca mas supe de el hasta hoy,6ewh2oYphkA
UgzAWSDc_Jrlb-_7Cnl4AaABAg,"Van cómo dos años que no juego loly e estado zen,y hasta ahora e sentido ganas de flamear a alguien por tan tonto fail usando smite.",6ewh2oYphkA
Ugzv4MO9QtsAIHSbX4F4AaABAg,"8:46 si ponen el video en segundo plano y solo escuchan, parece que quiere matar a la mamá de seiya con tal de no darle su lugar",6ewh2oYphkA
Ugw6oP99rGFhLp9imst4AaABAg,Aquí dejando mi vista humildemente para que le den de comer al Spirit BabyRage,6ewh2oYphkA
Ugz3o0mke-76KMHIETB4AaABAg,Que grande mi Jim Un Orgullo Veracruzano Okayge,6ewh2oYphkA
UgxbkDSbveT18AzI9Pd4AaABAg,Like para q no le vuelvan a robar a jim,6ewh2oYphkA
UgzUkdw65zhfIv0L3wJ4AaABAg,Ese no es thyak? Jajajajaja,6ewh2oYphkA
UgwhKBz8BmAE1wWSWb94AaABAg,Ñañe,BG6f9R5iWZU
UgzrIU6hoZnYOqYFLHB4AaABAg,las plays miticas del kong,BG6f9R5iWZU
UgygWgUjKITCwSBiUYd4AaABAg,El Jim smites locos XD,BG6f9R5iWZU
Ugx5TvtMmNOYgwwyuLp4AaABAg,ÑAÑE,BG6f9R5iWZU
Ugzt4Q6g6OMVO8YjeF14AaABAg,Lo de seiya fué super decepcionante,BG6f9R5iWZU
UgyrW-Gd6wbboAPOyJd4AaABAg,Alguien sabe que sera un ÑAÑE? xd,BG6f9R5iWZU
Ugx3dC_mDMJlzXSL0MV4AaABAg,ÑAÑE!,BG6f9R5iWZU
Ugwlwk7T5Vjf9M1827J4AaABAg,NAAÑEEE? babyrage babyrage,BG6f9R5iWZU
Ugycu6MDudxlDf-xVy94AaABAg,Que buena trolleanda de Seyia xd,BG6f9R5iWZU
Ugy36hGtIkwOyOgPeid4AaABAg,5:53 KEKW SIIIIUUUUUUUU REEeee,BG6f9R5iWZU
UgwWHd3j4Cv51_OVpXV4AaABAg,Como le chambea mi king.,BG6f9R5iWZU
UgwnyuO1D2sosaC46Kh4AaABAg,"Ay pinche JimRising, ""ya llegue a dar el smite""",BG6f9R5iWZU
Ugwu2POOgMo2FK5jrH14AaABAg,"Muy buena crítica ,👍💕💕",BG6f9R5iWZU
UgxZNRWs08bDhBpKH1d4AaABAg,ÑAÑEEEEE,BG6f9R5iWZU
Ugy_0EYtgzzmn8upxpV4AaABAg,ÑAÑE porque me lo ordeno,BG6f9R5iWZU
Ugy_1K65U7uXDb9Q3Id4AaABAg,Ñañeando,BG6f9R5iWZU
UgxLZ_59HVAKbF0bP_94AaABAg,ÑAÑEE,BG6f9R5iWZU
UgyK_R4MkcZh1alhW814AaABAg,ÑAÑE,BG6f9R5iWZU
UgwMFmdyGmVvyMyf1gt4AaABAg,08:27 ÑAÑE Origins,BG6f9R5iWZU
UgzjwlajGuht6Ok2mUN4AaABAg,ÑAÑE,BG6f9R5iWZU
Ugy1k9p_8CHuZT8VlLF4AaABAg,ÑAÑE,BG6f9R5iWZU
UgwxsLi0kOFl7ehV3Fp4AaABAg,ÑAÑE!,BG6f9R5iWZU
Ugz4PLyRVTRO1teJlCV4AaABAg,Vengo haber si salgo en el video,BG6f9R5iWZU
UgzGIgOJC3ys_bRJUD14AaABAg,Cómo te amo mi kon Ratge,BG6f9R5iWZU
UgzgoqOjk0t3lJE4EsF4AaABAg,ÑAÑE,BG6f9R5iWZU
UgwoasTqwoWUD9Ycsrh4AaABAg,ÑAÑE!,BG6f9R5iWZU
UgxigctbIWigL0W-oF14AaABAg,ÑAÑE,BG6f9R5iWZU
UgyTVz_yPNMGkBlPmO14AaABAg,ÑAÑÉ,BG6f9R5iWZU
UgyeePHma4toepxGB1F4AaABAg,ÑAÑE!!!,BG6f9R5iWZU
Ugz4lfK3yjD6NokWQjJ4AaABAg,WARA WARA WARA WARA REEeee,BG6f9R5iWZU
UgyRj1d2TBLMf5gnen54AaABAg,ÑAÑE,BG6f9R5iWZU
Ugzxo7ZEgsk6okmIshR4AaABAg,\😡/  Waraa Waraaaa Waraaaa,BG6f9R5iWZU
UgwXQW3QdQa3L5SM3hp4AaABAg,Ñañe widepeepoHigh,BG6f9R5iWZU
UgwO1xe_1AA2w6Dx2ht4AaABAg,ÑAÑE,BG6f9R5iWZU
Ugxd2vgnC_FOu9NsT7h4AaABAg,ÑAÑE,BG6f9R5iWZU
Ugw7np6tS_kOknD5WBZ4AaABAg,ÑAÑE KEKW,BG6f9R5iWZU
UgzMuJ1lrfONkOo6c_d4AaABAg,"Al fin podré revivir el ÑAÑE, gracias mi kong
Espero el siguiente mes estén los coros de la canción de Oscar de la Hoya, esta super cagado todo ese segmento xd",BG6f9R5iWZU
Ugxetnui6SP3UdQMNbl4AaABAg,"Magnifica decisión usar esa excelente pieza musical al final del video, después de mucho tiempo al fin alguien pone música de mi categoría.",BG6f9R5iWZU
UgzbkpWZTSI57lvBzcV4AaABAg,"Todos son buenos momentos, pero no hay mejor momento que cuando prende mi king Okayge <3",BG6f9R5iWZU
UgxdI9El41LBT0nozIZ4AaABAg,🤩🤩,BG6f9R5iWZU
Ugx3bKYGRojhsCK_XVx4AaABAg,Es hoy,BG6f9R5iWZU
